company_id,year,cfo,cfi,cff,cfo_sign,cfi_sign,cff_sign,pattern_code,pattern_label
TATAMOTORS,2021-03,29001.0,-25672.0,9904.0,+,-,+,"(+,-,+)",Shareholder Returns
TATAMOTORS,2022-03,14283.0,-4444.0,-3380.0,+,-,-,"(+,-,-)",Reinvestor
TATAMOTORS,2023-03,35388.0,-15417.0,-26243.0,+,-,-,"(+,-,-)",Reinvestor
TATAMOTORS,2024-03,67915.0,-22782.0,-37006.0,+,-,-,"(+,-,-)",Reinvestor
TATAPOWER,2013-03,3286.0,-4026.0,-593.0,+,-,-,"(+,-,-)",Reinvestor
TATAPOWER,2014-03,6483.0,-3609.0,-3265.0,+,-,-,"(+,-,-)",Reinvestor
TATAPOWER,2015-03,5981.0,-3865.0,-2239.0,+,-,-,"(+,-,-)",Reinvestor
TATAPOWER,2016-03,7415.0,-1805.0,-6183.0,+,-,-,"(+,-,-)",Reinvestor
TATAPOWER,2017-03,7014.0,-7373.0,937.0,+,-,+,"(+,-,+)",Shareholder Returns
TATAPOWER,2018-03,6364.0,-1512.0,-4726.0,+,-,-,"(+,-,-)",Reinvestor
TATAPOWER,2019-03,4574.0,-272.0,-5184.0,+,-,-,"(+,-,-)",Reinvestor
TATAPOWER,2020-03,7375.0,-493.0,-5110.0,+,-,-,"(+,-,-)",Reinvestor
TATAPOWER,2021-03,8345.0,993.0,-7603.0,+,+,-,"(+,+,-)",Liquidating Assets
TATAPOWER,2022-03,6693.0,-6250.0,-1183.0,+,-,-,"(+,-,-)",Reinvestor
TATAPOWER,2023-03,7166.0,-7263.0,1341.0,+,-,+,"(+,-,+)",Shareholder Returns
TATAPOWER,2024-03,12596.0,-9027.0,-4497.0,+,-,-,"(+,-,-)",Reinvestor
TATASTEEL,2013-03,14035.0,-13099.0,-1780.0,+,-,-,"(+,-,-)",Reinvestor
TATASTEEL,2014-03,13146.0,-15378.0,1015.0,+,-,+,"(+,-,+)",Shareholder Returns
TATASTEEL,2015-03,11880.0,-9021.0,-2617.0,+,-,-,"(+,-,-)",Reinvestor
TATASTEEL,2016-03,11455.0,-8794.0,-4729.0,+,-,-,"(+,-,-)",Reinvestor
TATASTEEL,2017-03,10824.0,-9490.0,-2579.0,+,-,-,"(+,-,-)",Reinvestor
TATASTEEL,2018-03,8023.0,-11730.0,6640.0,+,-,+,"(+,-,+)",Shareholder Returns
TATASTEEL,2019-03,25336.0,-29176.0,-673.0,+,-,-,"(+,-,-)",Reinvestor
TATASTEEL,2020-03,20169.0,-14012.0,-1695.0,+,-,-,"(+,-,-)",Reinvestor
TATASTEEL,2021-03,44327.0,-9437.0,-37090.0,+,-,-,"(+,-,-)",Reinvestor
TATASTEEL,2022-03,44381.0,-10905.0,-23401.0,+,-,-,"(+,-,-)",Reinvestor
TATASTEEL,2023-03,21683.0,-18179.0,-6981.0,+,-,-,"(+,-,-)",Reinvestor
TATASTEEL,2024-03,20301.0,-14253.0,-11097.0,+,-,-,"(+,-,-)",Reinvestor
TCS,2013-03,11615.0,-6038.0,-5729.0,+,-,-,"(+,-,-)",Reinvestor
TCS,2014-03,14751.0,-9452.0,-5673.0,+,-,-,"(+,-,-)",Reinvestor
TCS,2015-03,19369.0,-1807.0,-17168.0,+,-,-,"(+,-,-)",Reinvestor
TCS,2016-03,19109.0,-5010.0,-9666.0,+,-,-,"(+,-,-)",Reinvestor
TCS,2017-03,25223.0,-16895.0,-11026.0,+,-,-,"(+,-,-)",Reinvestor
TCS,2018-03,25067.0,3104.0,-26885.0,+,+,-,"(+,+,-)",Liquidating Assets
TCS,2019-03,28593.0,1645.0,-27897.0,+,+,-,"(+,+,-)",Liquidating Assets
TCS,2020-03,32369.0,8968.0,-39915.0,+,+,-,"(+,+,-)",Liquidating Assets
TCS,2021-03,38802.0,-7956.0,-32634.0,+,-,-,"(+,-,-)",Reinvestor
TCS,2022-03,39949.0,-738.0,-33581.0,+,-,-,"(+,-,-)",Reinvestor
TCS,2023-03,41965.0,548.0,-47878.0,+,+,-,"(+,+,-)",Liquidating Assets
TCS,2024-03,44338.0,6091.0,-48536.0,+,+,-,"(+,+,-)",Liquidating Assets
TECHM,2013-03,855.0,-622.0,65.0,+,-,+,"(+,-,+)",Shareholder Returns
TECHM,2014-03,1596.0,291.0,-972.0,+,+,-,"(+,+,-)",Liquidating Assets
TECHM,2015-03,2448.0,-1865.0,-829.0,+,-,-,"(+,-,-)",Reinvestor
TECHM,2016-03,3137.0,-1453.0,-496.0,+,-,-,"(+,-,-)",Reinvestor
TECHM,2017-03,4071.0,-2893.0,-1571.0,+,-,-,"(+,-,-)",Reinvestor
TECHM,2018-03,3554.0,-3319.0,-269.0,+,-,-,"(+,-,-)",Reinvestor
TECHM,2019-03,4432.0,-2104.0,-2251.0,+,-,-,"(+,-,-)",Reinvestor
TECHM,2020-03,4358.0,1081.0,-4466.0,+,+,-,"(+,+,-)",Liquidating Assets
TECHM,2021-03,8094.0,-5433.0,-2987.0,+,-,-,"(+,-,-)",Reinvestor
TECHM,2022-03,5285.0,480.0,-4667.0,+,+,-,"(+,+,-)",Liquidating Assets
TECHM,2023-03,5572.0,-226.0,-5078.0,+,-,-,"(+,-,-)",Reinvestor
TECHM,2024-03,6376.0,-1318.0,-4767.0,+,-,-,"(+,-,-)",Reinvestor
TITAN,2013-03,553.0,-142.0,-236.0,+,-,-,"(+,-,-)",Reinvestor
TITAN,2014-03,-555.0,-271.0,497.0,-,-,+,"(-,-,+)",Mixed
TITAN,2015-03,503.0,-118.0,-1005.0,+,-,-,"(+,-,-)",Reinvestor
TITAN,2016-03,576.0,-159.0,-505.0,+,-,-,"(+,-,-)",Reinvestor
TITAN,2017-03,1712.0,-953.0,-166.0,+,-,-,"(+,-,-)",Reinvestor
TITAN,2018-03,-51.0,98.0,-252.0,-,+,-,"(-,+,-)",Pre-Revenue Growth
TITAN,2019-03,1243.0,-797.0,-489.0,+,-,-,"(+,-,-)",Reinvestor
TITAN,2020-03,-348.0,235.0,-242.0,-,+,-,"(-,+,-)",Pre-Revenue Growth
TITAN,2021-03,4139.0,-2799.0,-1234.0,+,-,-,"(+,-,-)",Reinvestor
TITAN,2022-03,-724.0,1165.0,-403.0,-,+,-,"(-,+,-)",Pre-Revenue Growth
TITAN,2023-03,1370.0,-1814.0,457.0,+,-,+,"(+,-,+)",Shareholder Returns
TITAN,2024-03,1695.0,-189.0,-1329.0,+,-,-,"(+,-,-)",Reinvestor
TORNTPHARM,2013-03,153.0,-247.0,20.0,+,-,+,"(+,-,+)",Shareholder Returns
TORNTPHARM,2014-03,599.0,-418.0,86.0,+,-,+,"(+,-,+)",Shareholder Returns
TORNTPHARM,2015-03,810.0,-2113.0,1212.0,+,-,+,"(+,-,+)",Shareholder Returns
TORNTPHARM,2016-03,2742.0,-869.0,-1435.0,+,-,-,"(+,-,-)",Reinvestor
TORNTPHARM,2017-03,1009.0,-798.0,-193.0,+,-,-,"(+,-,-)",Reinvestor
TORNTPHARM,2018-03,894.0,-4677.0,3417.0,+,-,+,"(+,-,+)",Shareholder Returns
TORNTPHARM,2019-03,1798.0,-246.0,-1314.0,+,-,-,"(+,-,-)",Reinvestor
TORNTPHARM,2020-03,1393.0,229.0,-1549.0,+,+,-,"(+,+,-)",Liquidating Assets
TORNTPHARM,2021-03,2005.0,-444.0,-1651.0,+,-,-,"(+,-,-)",Reinvestor
TORNTPHARM,2022-03,1803.0,-196.0,-1781.0,+,-,-,"(+,-,-)",Reinvestor
TORNTPHARM,2023-03,2368.0,-2335.0,77.0,+,-,+,"(+,-,+)",Shareholder Returns
TORNTPHARM,2024-03,3266.0,-160.0,-2780.0,+,-,-,"(+,-,-)",Reinvestor
TRENT,2013-03,31.0,-276.0,147.0,+,-,+,"(+,-,+)",Shareholder Returns
TRENT,2014-03,-46.0,-48.0,-50.0,-,-,-,"(-,-,-)",Mixed
TRENT,2015-03,-10.0,-306.0,310.0,-,-,+,"(-,-,+)",Mixed
TRENT,2016-03,109.0,-98.0,-13.0,+,-,-,"(+,-,-)",Reinvestor
TRENT,2017-03,102.0,-44.0,-51.0,+,-,-,"(+,-,-)",Reinvestor
TRENT,2018-03,77.0,-4.0,-74.0,+,-,-,"(+,-,-)",Reinvestor
TRENT,2019-03,21.0,-37.0,37.0,+,-,+,"(+,-,+)",Shareholder Returns
TRENT,2020-03,361.0,-809.0,452.0,+,-,+,"(+,-,+)",Shareholder Returns
TRENT,2021-03,285.0,18.0,-283.0,+,+,-,"(+,+,-)",Liquidating Assets
TRENT,2022-03,58.0,56.0,-108.0,+,+,-,"(+,+,-)",Liquidating Assets
TRENT,2023-03,595.0,-103.0,-491.0,+,-,-,"(+,-,-)",Reinvestor
TRENT,2024-03,1349.0,-508.0,-629.0,+,-,-,"(+,-,-)",Reinvestor
TVSMOTOR,2013-03,464.0,-120.0,-402.0,+,-,-,"(+,-,-)",Reinvestor
TVSMOTOR,2014-03,470.0,-235.0,-216.0,+,-,-,"(+,-,-)",Reinvestor
TVSMOTOR,2015-03,83.0,-415.0,261.0,+,-,+,"(+,-,+)",Shareholder Returns
TVSMOTOR,2016-03,936.0,-605.0,-319.0,+,-,-,"(+,-,-)",Reinvestor
TVSMOTOR,2017-03,689.0,-709.0,-59.0,+,-,-,"(+,-,-)",Reinvestor
TVSMOTOR,2018-03,354.0,-1095.0,897.0,+,-,+,"(+,-,+)",Shareholder Returns
TVSMOTOR,2019-03,-918.0,-1104.0,2210.0,-,-,+,"(-,-,+)",Mixed
TVSMOTOR,2020-03,373.0,-1090.0,1619.0,+,-,+,"(+,-,+)",Shareholder Returns
TVSMOTOR,2021-03,1151.0,-882.0,264.0,+,-,+,"(+,-,+)",Shareholder Returns
TVSMOTOR,2022-03,-1575.0,-1471.0,2918.0,-,-,+,"(-,-,+)",Mixed
TVSMOTOR,2023-03,-4405.0,-1308.0,6118.0,-,-,+,"(-,-,+)",Mixed
TVSMOTOR,2024-03,-1253.0,-1001.0,2759.0,-,-,+,"(-,-,+)",Mixed
